name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
こま,@bananacheese756,,2022-03-28T09:02:19.000Z,1,,
Sol,@Sol68635937,hey  @NissaSzabo  long time no see! hope all is well with you ;),2022-03-28T09:02:18.000Z,,,
Domenick Adair,@AdairDomenick,Mans couldn’t bought multiple brand new cars but got a picture that has decent quality,2022-03-28T09:01:50.000Z,1,,
Azuki Sales Bot,@AzukiSales,"Azuki  3250 sold for Ξ16 ($53,143.61). https:// 388653567af2f388e6224dc7c4b3241c544/3250 …  #AzukiZen   #azukiNFT",2022-03-28T09:01:45.000Z,,,
こま,@bananacheese756,,2022-03-28T09:00:04.000Z,1,,
LooksRareSalesBot,@LooksRareSales,Azuki  #9725 was purchased for 15.0 WETH,2022-03-28T09:00:01.000Z,,,2
saiyangod,@saiyangodfps,biggest purchase i've ever made   @AzukiZen   .  #beanfollowbean,2022-03-28T08:59:20.000Z,1,,3
Trengible - Discover the nft trends,@Trengible," - 0x8dd just bought  Azuki  #3250 for 16 ETH ($52,958.08)

Collection:  Azuki Date: 2022-03-28 08:58:32 (GMT 0)

Detail:  https:// 50-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T08:59:15.000Z,,,
NISSA.三,@NissaSzabo, niiiiiice,2022-03-28T08:59:08.000Z,1,,1
NftBossAlert,@nftbossalert,"Collection:  Azuki  Azuki  #3250 was bought
Price: 16 ETH ($52958.08) 
Seller: TheCollectorss
Buyer: Unnamed https:// 388653567af2f388e6224dc7c4b3241c544/3250 …  #AZUKI    #NFTSales   #NFTWhale",2022-03-28T08:59:03.000Z,,,
Natsu,@slow_natsu,,2022-03-28T08:58:00.000Z,1,,1
"G∆V!N LOW (,)",@MrGavinLow,No probs my fren. Welcome to the garden.  #Azuki   Fam.,2022-03-28T08:57:34.000Z,,,2
ミルクティー狂信者†ペン吉†,@mihoyo_teresa,,2022-03-28T08:57:06.000Z,1,,1
Shardon W,@Indigo4Sw,dont click the scam link!,2022-03-28T08:57:00.000Z,,,
GreyGooseNFT,@TheGreyGooseNFT,"Daammmmn, didnt know Jake Gyllenhaal had an  azuki",2022-03-28T08:56:53.000Z,,,
Katsuo 勝雄,@DrBitcoinNP,Welcome to the garden,2022-03-28T08:56:48.000Z,,,
お塩❂,@SalzSalt,,2022-03-28T08:56:39.000Z,1,,
Azuki Sales Bot,@AzukiSales,"Azuki  3660 sold for Ξ16 ($53,143.61). https:// 388653567af2f388e6224dc7c4b3241c544/3660 …  #AzukiZen   #azukiNFT",2022-03-28T08:56:37.000Z,,,1
Dani,@Dani_Botero25,LFGG  #KIWAGMI   @KiwamiNFT,2022-03-28T08:56:08.000Z,,,
didi_boomin,@dididragon1,Peaky blinders,2022-03-28T08:55:13.000Z,,,
けぇたろぉ。リアル優先,@K__taro__sky,,2022-03-28T08:54:12.000Z,,,1
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 3660 from the collection "" Azuki "" 
            
Price: 16 Ether [$53174.56]  Collection price has risen 19.06% over the past week",2022-03-28T08:54:07.000Z,,1,1
0xDoflamingo,@0xDoflamingo,Juicy dip,2022-03-28T08:53:55.000Z,,,
ういうい,@Darjeeling_0115,,2022-03-28T08:53:47.000Z,1,,
Petaigood,@Petaigood,@AalyNelly   @aantonop   @aaronpaul_8,2022-03-28T08:53:41.000Z,,,1
Rui.,@hawluiretainer,congratsssss ,2022-03-28T08:53:27.000Z,,,1
trexifon,@trexifonNFT,only   @AzukiZen   and  @InvsbleFriends  has this down tbh,2022-03-28T08:53:18.000Z,,1,3
Trengible - Discover the nft trends,@Trengible," - saiyangod just bought  Azuki  #3660 for 16 ETH ($52,958.08)

Collection:  Azuki Date: 2022-03-28 08:51:28 (GMT 0)

Detail:  https:// 60-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T08:53:17.000Z,,,
Billipots,@Billipots,"--------- determines the demand of rising  #NFT  Projects 1  Azuki : $47.6 million, +297.9%

2 Bored Ape Yacht Club: $46.8 million, -58.5%

3 Mutant Ape Yacht Club: $40.1 million, -37.9%

4 MURI: $26.0 million, +94.8%

5 WOW Galaxy: $23.9 million, N/A",2022-03-28T08:53:15.000Z,,,2
すいな@11m,すいな@11m,,2022-03-28T08:53:11.000Z,1,,
0xDoflamingo,@0xDoflamingo,Imagine paperhanding   @AzukiZen   below 16 ETH ,2022-03-28T08:52:50.000Z,,,
みほまる@あつ森,みほまる@あつ森,,2022-03-28T08:52:30.000Z,1,,7
夜行性のゑびふらゐ,@chocolate3104ja,,2022-03-28T08:52:19.000Z,,,1
Sol,@Sol68635937,"Finally join   @AzukiZen     #6795  https:// Thanks bro  @MrGavinLow  for encouraging and chatting with me, all things  Azuki  until 4am!",2022-03-28T08:51:44.000Z,2,,6
Cryptoサラリーマン,@kasotsukatoushi,,2022-03-28T08:51:37.000Z,,1,2
けぇたろぉ。リアル優先,@K__taro__sky,,2022-03-28T08:51:27.000Z,1,,1
サン,@san_supika0350,,2022-03-28T08:51:07.000Z,1,,
TL The Eternal,@eternal_tl,Welcome Ella ,2022-03-28T08:50:30.000Z,,,
ゆきみ@ワーママ×SNS収益,ゆきみ@ワーママ×SNS収益,,2022-03-28T08:50:21.000Z,,,1
drainlife.eth,@MortusPA,@Cool_Dogs_,2022-03-28T08:49:40.000Z,,,
BBxBB,@bondocbryangene,I bought a rug pull instead of  azuki ! Fucking hurts!,2022-03-28T08:49:24.000Z,,,
Kumo x World,@kumoxworld,thank you so much for believing in us. ,2022-03-28T08:49:23.000Z,,,
yara_adit,@yara_adit,"U deserved it ma Gurl Eva!!! So Long ma sister, see you in the other world of garden ",2022-03-28T08:49:12.000Z,,,1
mozaik.eth,@adhitMOZAIK,congratsss seer !!1,2022-03-28T08:49:05.000Z,,,1
Jagz,@SolboyJag,@AzukiZen   is prime example of this - would say none of the other blue chips have that attraction… maybe doodles too,2022-03-28T08:48:38.000Z,,,3
Veena Lee,@veenalee520,Where is my  Azuki ?,2022-03-28T08:48:36.000Z,4,1,7
MYDL@暁月中,MYDL@暁月中,,2022-03-28T08:48:34.000Z,1,,2
Amatsuka,@nerune_yumekawa,,2022-03-28T08:48:25.000Z,1,,1
Lunarian,@0xLunarian,CONGRATS ON THE MASSIVE OFFER!! ,2022-03-28T08:48:17.000Z,,,1
ibrkmr,@ibrokumar,Congrats ser!,2022-03-28T08:48:07.000Z,,,
おーちゃん@ジール3,おーちゃん@ジール3,,2022-03-28T08:47:30.000Z,,,
Seb Should Play Wario Date,@PlayWarioDate,Azuki  can find loads of enjoyment by downloading Wario Date today!,2022-03-28T08:47:14.000Z,,,1
ザイジン,@ZA1J1N,"Congratulations, Ella! Welcome to the Garden. ",2022-03-28T08:45:59.000Z,,,
100％！アピールちゃん【公式】,@appealchan,,2022-03-28T08:45:54.000Z,,,
ミヤオ,@mel13818164,,2022-03-28T08:45:44.000Z,,,1
BiGKaP,@LahhOfficial,,2022-03-28T08:45:41.000Z,,,1
ferdi,@berzanberz,A small house worth 24 eth you can make my kids dreams come true ,2022-03-28T08:45:28.000Z,,,1
みるきー,@miru_candy__,,2022-03-28T08:45:11.000Z,,,1
ferdi,@berzanberz,I comment on your page without stopping ,2022-03-28T08:44:40.000Z,,,1
ferdi,@berzanberz,"If you want, I can comment on your page for 8 days without getting tired, as long as a warm home worth 24 eth",2022-03-28T08:44:01.000Z,,,1
MAMANGKOMPEKSI,@andzarahmadqb,keep the spirit of Eva ser,2022-03-28T08:43:54.000Z,,,
jozephirvn,@jozephirvn,grats!!!,2022-03-28T08:43:54.000Z,,,
シロガネ,@8Winf,,2022-03-28T08:43:40.000Z,1,,1
Meta₿laÐ da HustlΞ,@hustleblad_,@MuriNFT   @fearer140620  next big thing after   @AzukiZen,2022-03-28T08:43:16.000Z,,,
No.8,@guitar08_spoon,,2022-03-28T08:43:09.000Z,1,,
ferdi,@berzanberz,I believe that you nft users can really get my children a warm home small house small for you but a small house that is dreaming for me and my children I love you ,2022-03-28T08:42:59.000Z,,,1
B_口,@OI_meta_IO,"Welcome to the garden, I see the resemblance",2022-03-28T08:42:28.000Z,,,
arable,@shashank_arable,That’s one of the craziest azukis ever.,2022-03-28T08:41:24.000Z,,,
Eva,@EvaAzuki,"hi  eans!
yooooo!!! shoot out to  @Utopia_family   @Dagelanco   @yara_adit  who support me make the character of Eva and can be sold on the price I hope . You must join  @Utopia_family    @AzukiZen",2022-03-28T08:40:39.000Z,11,15,28
BBxBB,@bondocbryangene,Azuki  all day errday!!!,2022-03-28T08:40:19.000Z,,,1
kaijufrootz,@fruitzyyyy,Congrats on ur sale!,2022-03-28T08:40:14.000Z,,,
田中絢子,@ayako07263410,,2022-03-28T08:40:08.000Z,,,1
DeSeTu,@DeSeTu9,"I'd personally take the 6  Azuki .  BAYC leads the way, but I think it's overall popularity will increase others in that second division class.  BAYC is the BTC to  Azuki 's ETH.

They also have that unique anime/comic art style which is unique.",2022-03-28T08:38:57.000Z,,,
Kutsal,@GurhanKutsal,Zamanında kaçırdığım   @AzukiZen   fırsatını  @KiwamiNFT  olarak değerlendirmeyi uygun gördüm. En azından fakir tesellisi :) Geceden beri takip ediyorum yüklü alımlar geliyor ve şimdiden %80 yaptı.,2022-03-28T08:38:53.000Z,,,
なすび@せな,なすび@せな,,2022-03-28T08:38:08.000Z,1,,1
Exgoofy,@exgoofy,I mean is it not they made the mask from traits wonder what other traits they made,2022-03-28T08:38:01.000Z,,,
yara_adit,@yara_adit,"Goodbye Eva, and please Welcome Lung!!! Wohooooooo finally cant wait to see your IKUZO  #IKZ  gangggggg ",2022-03-28T08:37:35.000Z,,,3
Song,@SongNFTs,Thought this was another hint at the announcement. That’s all,2022-03-28T08:37:18.000Z,1,,
SHAYNE,@STBONN,Thank you bro,2022-03-28T08:37:14.000Z,,,1
ferdi,@berzanberz,I believe that you nft users can really get my children a warm home small house small for you but a small house that is dreaming for me and my children I love you ,2022-03-28T08:37:06.000Z,,,1
海老。_えぴまる@絵柄不安定,海老。_えぴまる@絵柄不安定,,2022-03-28T08:36:54.000Z,,,
Exgoofy,@exgoofy,Obv they bringing every trait into merch ,2022-03-28T08:36:51.000Z,1,,
Song,@SongNFTs,LMAOOOO IDK. His other stories always pointed to an outside brand/ collab. So I thought this was demon slayer related ,2022-03-28T08:36:11.000Z,1,,
Faremba,@habloLatin,Sandoca con bby.g despues que se vuelva a compr  ar el azuki ,2022-03-28T08:35:43.000Z,1,,
treed.eth,@TreeeDI,Weeaak,2022-03-28T08:35:20.000Z,,,
いるか むにえる,@rurulalalura,,2022-03-28T08:35:09.000Z,,,1
Exgoofy,@exgoofy,How did it take you so long to figure out it was from collection ,2022-03-28T08:34:59.000Z,1,,1
treed.eth,@TreeeDI,Weeaak,2022-03-28T08:35:20.000Z,,,
いるか むにえる,@rurulalalura,,2022-03-28T08:35:09.000Z,,,1
Exgoofy,@exgoofy,How did it take you so long to figure out it was from collection ,2022-03-28T08:34:59.000Z,1,,1
じゅん@アトリエ純,じゅん@アトリエ純,,2022-03-28T08:34:04.000Z,,,1
あや,@XYSv6VrQp4vvfwj,,2022-03-28T08:33:40.000Z,1,,
エクサランス@'22冬イベ攻略合宿：固定ツイ参照,エクサランス@'22冬イベ攻略合宿：固定ツイ参照,,2022-03-28T08:33:24.000Z,,,
いるか むにえる,@rurulalalura,,2022-03-28T08:33:19.000Z,1,,
あや,@XYSv6VrQp4vvfwj,,2022-03-28T08:33:18.000Z,,,
Sneak.eth,@sneaketh2,Congrats sir,2022-03-28T08:32:30.000Z,,,
Thisis Theway,@PCousserans,Azuki  ape,2022-03-28T08:31:53.000Z,,,
なお韓国語で推し活ライフ,@nao_korean1,,2022-03-28T08:31:49.000Z,,,
m1cyborg.eth,@M1Cyborg,"NFT Floor Update: 

This week's floor updated is highlighted by a crazy run from   @AzukiZen  , with a 43% increase in floor and picking up a ton of volume! The project is extremely young compared to the other top pfp projects in the space (BAYC, Doodles, Cool Cats)",2022-03-28T08:31:22.000Z,1,,1
エクサランス@'22冬イベ攻略合宿：固定ツイ参照,エクサランス@'22冬イベ攻略合宿：固定ツイ参照,,2022-03-28T08:30:44.000Z,1,,
Andrés Bermejo,@Andres_21BF,Jajajajaja si quieres que haga algo pídemelo en portugués,2022-03-28T08:30:08.000Z,,,
NFT Watcher,@nftwatcher9487,"[4/5]  #EveraiDuo (0x9a38dec0590abc8c883d72e52391090e948ddf12)
  - 7  AZUKI  (Buy:27, Sell:2)
  - 1 BAYC (Buy:6, Sell:0)
  - 1 COOL (Buy:1, Sell:0)
  - 1 MAYC (Buy:3, Sell:0)",2022-03-28T08:30:06.000Z,1,,
NFT Watcher,@nftwatcher9487,"[3/5]  #TheArtofSeasons (0x5bd815fd6c096bab38b4c6553cfce3585194dff9)
  - 3 MAYC (Buy:7, Sell:3)
  - 2  AZUKI  (Buy:3, Sell:31)
  - 2 CLONEX (Buy:3, Sell:0)
  - 2 DOODLE (Buy:2, Sell:8)
  - 1 BAYC (Buy:5, Sell:0)
  - 1 COOL (Buy:5, Sell:2)",2022-03-28T08:30:04.000Z,1,,
NFT Watcher,@nftwatcher9487,"[2/5]  #Kiwami (0x701a038af4bd0fc9b69a829ddcb2f61185a49568)
  - 5 CLONEX (Buy:10, Sell:0)
  - 3 DOODLE (Buy:4, Sell:1)
  - 2  AZUKI  (Buy:2, Sell:5)
  - 2 MAYC (Buy:7, Sell:2)
  - 1 BAYC (Buy:1, Sell:0)
  - 1 COOL (Buy:1, Sell:5)",2022-03-28T08:30:03.000Z,1,,
wuhuama,@metawuhuama,We beans keep pushing the boundary in the space ttp!IKZ ,2022-03-28T08:29:16.000Z,1,,1
Crypthomas,@crypth0mas,"Don’t get drained. Yesterday this scammer robbed our kids by being the fake sneaker head founders, and today he play on  Azuki . Report him    @ThePlagueNFT   @A_Pons_Asinorum",2022-03-28T08:29:15.000Z,,,
UTOPIA FAMILY,@Utopia_family,"One of our member  @lung1117  just sold his Eva  Azuki  rank #9 for Ξ88. Congrats! Who’s gonna run  @EvaAzuki  now? 

tonight we have limited sharing session with  @lung1117  at 8PM Jakarta time.
Registration to get access to Utopia Discord:  http://   

See You !!",2022-03-28T08:29:00.000Z,4,14,43
佑一,@AtffQYc98mpy2eE,,2022-03-28T08:28:31.000Z,1,,
speed,@sp33dNFT,@AzukiZen,2022-03-28T08:28:28.000Z,,,
Panda4,@panda4_NFT,"New  Azuki  speculation   Azuki  won't release the location details for the party until 1-2 days before because they include answers to the hype...

Hmmm....",2022-03-28T08:28:24.000Z,,,4
Scrooge McDuck,@SMcDuck_Ofc,"if you could only have one, which would you pick? 

- 1 BAYC
- 2 BTC
- 6  Azuki  
- 7 CloneX
- 8 Doodles
- 10 World of Women
- 11 Gutter Cats
- 100 ETH",2022-03-28T08:28:00.000Z,,2,
お塩❂,@SalzSalt,,2022-03-28T08:27:52.000Z,1,,
青砥（アオト）1y6msky,@ao9120sora,,2022-03-28T08:25:50.000Z,,,
青砥（アオト）1y6msky,@ao9120sora,,2022-03-28T08:25:36.000Z,1,,
Arseniy,@_arseniy,@SSDefendersNFT   @RefatRefat4    @AzukiZen,2022-03-28T08:24:25.000Z,,,
khai | MATIK 1 | AIAH'S,@khaiohx,same same,2022-03-28T08:24:00.000Z,1,,
LULU,@luluwahaaa,It went to the best person on earth congrats ,2022-03-28T08:23:52.000Z,,,
ぴーち,@peachDQW,,2022-03-28T08:23:39.000Z,1,,1
STCK,@ssstck,Next  Azuki,2022-03-28T08:23:09.000Z,,,
しろ,@siro_123__sky,,2022-03-28T08:22:54.000Z,1,,1
Natsu,@slow_natsu,,2022-03-28T08:22:15.000Z,1,,1
AMSK,@0xAMSK,Congrats!! Great W for a Great B,2022-03-28T08:21:03.000Z,,,
Unicode // The Side Girl Club,@SideGirl_NFT,Huuuuge sale !! Congratz ,2022-03-28T08:20:46.000Z,,,
Abisoye pamilerin.eth,@Fieldmarshal58,@boomtho,2022-03-28T08:20:29.000Z,,,
NonfungibleΞ.Kuririn,@kuririnyield6,Seeessshhhhh,2022-03-28T08:20:22.000Z,,,
Abisoye pamilerin.eth,@Fieldmarshal58,@AzukiZen   the link Is not working....,2022-03-28T08:20:10.000Z,9,,
Abisoye pamilerin.eth,@Fieldmarshal58,@boomtho,2022-03-28T08:20:29.000Z,,,
NonfungibleΞ.Kuririn,@kuririnyield6,Seeessshhhhh,2022-03-28T08:20:22.000Z,,,
Abisoye pamilerin.eth,@Fieldmarshal58,@AzukiZen   the link Is not working....,2022-03-28T08:20:10.000Z,9,,
AkaneVin IMAGINARY ONES | TASTYBONES | SOULZ,@akaneVin97,Congratulations ,2022-03-28T08:20:08.000Z,,,
【公式】綾瀬はるか×大泉洋『元彼の遺言状』4月11日スタート月9,@motokare_cx_,,2022-03-28T08:19:24.000Z,,,
映画『死刑にいたる病』公式,@SIYmovie,,2022-03-28T08:19:17.000Z,,,
七海 凛@フォロバ100%/17LIVEライバー,七海 凛@フォロバ100%/17LIVEライバー,,2022-03-28T08:19:02.000Z,,,1
sammyd.eth,@SammyD137,Hell yes Ella!,2022-03-28T08:18:49.000Z,,,
Min Khant Kyaw,@mkhantk_,Azuki  ,2022-03-28T08:18:36.000Z,,,1
陈晓东,@Machine977,"I like the simplicity of Crayzillas painting style and  Azuki , but also very cute it will take off the same as  Azuki",2022-03-28T08:17:33.000Z,,,
kaijufrootz,@fruitzyyyy,"getting chosen would really make my mom happy, her birthday was yesterday! ",2022-03-28T08:17:30.000Z,,,
𝑇𝑎𝑔 ❤︎,@coco_o126,,2022-03-28T08:17:10.000Z,,,
charles is smart money ❁,@0xCharles1,Azuki  final pull back?,2022-03-28T08:16:35.000Z,,,
リア,@Lov3rin,,2022-03-28T08:16:20.000Z,1,,1
The Azuki Bot,@TheAzukiBot,The Current Floor Price for  Azuki  is Ξ15.7($51948.16) #NFTCommunity   #NFTs   #Azuki    #Azukizen    @AzukiZen  Follow  @ShellMechanic  for more!,2022-03-28T08:15:58.000Z,1,3,3
リア,@Lov3rin,,2022-03-28T08:15:09.000Z,1,,
じゅん@アトリエ純,じゅん@アトリエ純,,2022-03-28T08:15:04.000Z,1,,1
FI Spartan,@FI_Spartan,Awesome snipe! Welcome ,2022-03-28T08:14:23.000Z,,,
ZeroOneEx,@zero1ex,welcome to the garden ,2022-03-28T08:13:58.000Z,,,
will,@williammchen,"I truly love  @MindblowonNFT  &   @AzukiZen   projects
Really wish that one day I can become part of their communities  I even made myself a collaborative fan art of  Azuki  & Mindblowon   @lickpalik   @tahilalats   @Dagelanco   @riooir25   @PapaBear994",2022-03-28T08:13:53.000Z,,,
おーちゃん@ジール3,おーちゃん@ジール3,,2022-03-28T08:13:40.000Z,1,,1
flyingdonkey,@flyingdonkey123,Good one!,2022-03-28T08:13:12.000Z,,,1
GooseNFT.eth,@goosexbt,I stg all  azuki  holders do is cry... timeline is full of shit like this lol,2022-03-28T08:12:51.000Z,1,,2
弥時雨 喜紡音＠新人Vtuber妖狐十三尾,@Kitsune_13tails,,2022-03-28T08:12:49.000Z,,,1
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …",2022-03-28T08:11:03.000Z,,,
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …",2022-03-28T08:11:01.000Z,,,
いと,@itonomori_,,2022-03-28T08:10:57.000Z,1,,1
Gannon,@gannon_111,Azuki  is moving to its own blockchain,2022-03-28T08:10:54.000Z,,,
gabby | jaba,@zxmbieguppy,congrats!!!!,2022-03-28T08:10:09.000Z,,1,1
tutous,@tutous4,Azuki,2022-03-28T08:10:09.000Z,,,
リア,@Lov3rin,,2022-03-28T08:10:08.000Z,1,,
Skanft,@skanft, Can you check dm ,2022-03-28T08:09:42.000Z,,1,
弥時雨 喜紡音＠新人Vtuber妖狐十三尾,@Kitsune_13tails,,2022-03-28T08:09:01.000Z,1,,1
Skanft,@skanft, Can you check dm ,2022-03-28T08:09:42.000Z,,1,
弥時雨 喜紡音＠新人Vtuber妖狐十三尾,@Kitsune_13tails,,2022-03-28T08:09:01.000Z,1,,1
律豆,@meanhowlawyer,"The more realistic and hard-core art than  Azuki  is also my favorite. It perfectly interprets the elements of heavy motorcycles, gangsters, rock and roll, etc. I can't put it down.  Hope to have the opportunity to join this community! (2/2)",2022-03-28T08:08:57.000Z,,,
刀むゆ,@Katana_Muyu,,2022-03-28T08:08:25.000Z,1,,
Nico as always,@nicoverdose,Congrats Eva!,2022-03-28T08:08:08.000Z,,,1
みと,@mito_ojiki,,2022-03-28T08:08:02.000Z,1,,2
律豆,@meanhowlawyer,"The more realistic and hard-core art than  Azuki  is also my favorite. It perfectly interprets the elements of heavy motorcycles, gangsters, rock and roll, etc. I can't put it down.  Hope to have the opportunity to join this community!",2022-03-28T08:07:39.000Z,,,
NFT Ranking,@NFTranking,"Top 7 NFT        Floor Price/Eth @BoredApeYC 106.9
Fidenza by Tyler Hobbs  58.5
PROOF Collective    52.5 @BoredApeYC  (Chemistry)34.4 @BoredApeYC  (Mutant)  23  @AzukiZen  15.7 @RTFKTstudios 15 #NFT   #NFTCommunity   #NFTs   #NFTranking",2022-03-28T08:07:38.000Z,,4,11
リア,@Lov3rin,,2022-03-28T08:07:21.000Z,1,,
just1ceeeeNFT,@Just1ceeeeNft,Azuki  or Invisible Friends would be great,2022-03-28T08:06:58.000Z,,,1
ニコロ・ヴェルディ@バイオリン弾きVtuber,@バイオリン弾きVtuber,,2022-03-28T08:06:58.000Z,,,1
Boc,@BoCoNdOn,Lets go BAYC coming ur way!!,2022-03-28T08:06:56.000Z,,,1
Chris Nikel,@chris_nikel,Azuki,2022-03-28T08:06:43.000Z,,,1
Tom 888 |,@tapirpunks,Hahaha OpenSea ramai. Just sold my  Azuki . Now tell me which floor I boleh sapu   Nasibbbbb kat Pentas takde camni.,2022-03-28T08:06:33.000Z,,,
NFT Ranking,@NFTranking,"Top 7 NFT/Vol Traded     Eth/24h @worldofwomennft  Galaxy 16,631.64  @AzukiZen    14,416.55 @BoredApeYC   12,661.46 @BoredApeYC  (Mutant)    10,885.84
(B)APETAVERSE       5,242.05 @worldofwomennft   4,093.6 @MuriNFT  3,990.92 #NFT   #NFTCommunity   #NFTs   #NFTranking",2022-03-28T08:06:19.000Z,3,3,8
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …  https:// tus/1508353778743148545 …",2022-03-28T08:06:09.000Z,,,
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …",2022-03-28T08:06:08.000Z,,,
JUNO -ジュノ- 秋葉原メイドカフェ,@JUNO_akiba,,2022-03-28T08:04:57.000Z,,,4
SkyMatriX,@SkyMatriX_X,ON  #Azuki    #NFT   #NFTs   $ETH,2022-03-28T08:04:46.000Z,1,2,2
eranthe.eth,@eranthe_eth,Congrats Eva! Huge W ,2022-03-28T08:04:08.000Z,,1,1
たんちゃんにだ,@about_tnb,,2022-03-28T08:03:48.000Z,,,
アルジーナ,@algina_s09,,2022-03-28T08:03:29.000Z,1,,
めい,@mei_654,,2022-03-28T08:03:28.000Z,1,,
without,@without19878708,,2022-03-28T08:02:57.000Z,1,,1
sabs,@PJKIL0V3,tatawa na b  a aq azuki ,2022-03-28T08:02:51.000Z,1,,1
Callum Melly,@CallumMelly,You don’t   even own that Azuki ,2022-03-28T08:02:28.000Z,,,
ともみ(ฅ•.•ฅ),@astronaut1211,,2022-03-28T08:01:39.000Z,1,,1
Timbreza.eth,@marweentimbreza,"Are you looking for the next BAYC or  Azuki ? find a great project that's unique and innovative with great art.

It will moon soon, I don't know it yet but it's there.",2022-03-28T08:01:36.000Z,,,
Ember.,@Ember_ZXC,EVA CONGRATS!!,2022-03-28T08:01:31.000Z,,,3
Sergio,@SergioAG_,"Sobre todo porque mi crítica va hacia el componente cultural de estos actos, que es precisamente lo que afecta a la formación de ese consentimiento",2022-03-28T08:01:17.000Z,1,,1
Ethereum NFT Floor Watch,@EthereumWatch1,   @azukizen   : 19 to 15.7 (-17.4%)    @coolcatsnft  : 9.3 to 8.8 (-5.4%)    @larvalabs  Autoglyphs : 179   @worldofwomennft  : 10.69 to 10.1 (-5.5%)    @artblocks_io  Chromie Squiggle : 8   @CyberKongz  : 63.8,2022-03-28T08:01:02.000Z,,,
Sergio,@SergioAG_,"Si, si puede que a su mujer le haya parecido genial que Will haga eso, pero eso no modifica un ápice la valoración que yo haga sobre ello. También le podría parecer genial que haga otras X cosas y yo no les voy a dar legitimidad solo por la existencia de ese consentimiento",2022-03-28T08:00:15.000Z,1,,2
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume
Bored Ape Yacht Club: Ξ208.00 ($688,561.15) Azuki : Ξ149.78 ($495,816.97)
World of Women Galaxy: Ξ87.88 ($290,904.16)
KIWAMI Genesis: Ξ50.60 ($167,503.75)
The Art of Seasons: Ξ43.06 ($142,539.93)",2022-03-28T08:00:08.000Z,,1,6
TRIPPY,@TrippyPlaceXYZ,"#trippy  Today's NFT Ranking!
10 points for the collection you want to support,
Give -1 (SCAM) for collections that need improvements. Come and rate your collections! https://  #nft   #web3   #CryptoNews   #mfers   @doodles ,  @AzukiZen  , @PixelKongz ,  @RTFKTstudios",2022-03-28T08:00:02.000Z,,,5
【公式】SANYO,@sanyobussan,,2022-03-28T07:59:46.000Z,,,
Hurry,@HurryBoy69,"Kuromi holds both. What's your next buy, i'll copy you LOL",2022-03-28T07:59:43.000Z,,,
Nate's NFT Talk,@NatesNFTTalk,"Imma wake up and  @KiwamiNFT  is either going to be at 1 ETH or .12 again... Holy pump. Ending point soon? No one knows, but with only 262 listed and floor flying, who knows, maybe this will be the next  Azuki  haha ",2022-03-28T07:59:08.000Z,4,2,5
crayonboy8,@crayonboy84,nice one. is this one very rare?,2022-03-28T07:58:42.000Z,,,1
のりけす,@norisuke0308,,2022-03-28T07:58:41.000Z,1,,
快斗S30,@KAITO260z,,2022-03-28T07:57:54.000Z,,,
nattaja,@nattaja2,100 eth to buy CloneX and   @AzukiZen,2022-03-28T07:57:36.000Z,,,1
SleepyAvocado,@sleepyavocad0,LMAO,2022-03-28T07:57:36.000Z,,,1
WD.戌神あるとジンギス団毛刈り隊隊長《現在125匹》,@Lafies_Scarlet,,2022-03-28T07:57:24.000Z,1,,1
千川(せんかわ),@ChickenNoHeart,,2022-03-28T07:57:05.000Z,,,
(おやすみ),@oyasumeep,,2022-03-28T07:55:43.000Z,1,,1
𝐬𝐭𝐲𝐱.𝐞𝐭𝐡,@0xRugs,Pros…congrats w/ the sell…sniping another “eva”?,2022-03-28T07:55:38.000Z,,,3
fengari.eth,@fengari_eth,Time to buy second   @AzukiZen    @CryptoTomYT  !IKZ,2022-03-28T07:55:03.000Z,,,
和泉,@izumi_game,,2022-03-28T07:54:52.000Z,1,,
nattaja,@nattaja2,Fingers crossed,2022-03-28T07:54:44.000Z,,,1
Toyo,@zachtoyo,"Sell your  Azuki , you sell your $bean…potentially. No thanks",2022-03-28T07:54:42.000Z,,,
koton,@babykoton,I love seeing  Azuki  holders buy into Clone X and vice versa. Two of my absolute fav projects ,2022-03-28T07:54:41.000Z,,,15
